country_code,gdp_per_capita_ppp,population,urban_population_pct,internet_users_pct,mobile_subscriptions,logistics_performance,gini_index,consumption_per_capita,data_collection_date,is_api_data
GHA,3109.0645719111913,1212150026.8354597,28.081912760487377,68.01676091600258,196.9832055937983,2.5852196086653763,32.837824771443216,2040.5668501427067,2025-08-25 16:36:29.004052,False
GIN,7260.284260841477,1028290460.4404289,62.6053384716865,52.688262960810015,55.553293242217464,2.0404669896847487,55.422776747133696,2659.8541670440363,2025-08-25 16:36:29.004102,False
GMB,620.6100705940902,534231356.6518076,46.840928004996584,19.17933083168485,89.11504253838152,1.8108540878432013,41.25503254990305,283.1093764377801,2025-08-25 16:36:29.004152,False
GNB,884.8039743369397,734858119.9444356,21.369611076803018,12.318128611338409,83.47507634346836,1.7526808009377208,61.63757263962938,1374.2464113659894,2025-08-25 16:36:29.004202,False
GNQ,21881.999617326856,1323574175.3592982,59.049308122405634,60.99428330420768,190.38264296768878,3.7350498987368748,25.262129001711166,4336.0245682678815,2025-08-25 16:36:29.004271,False
GRC,44808.37158400964,561106473.2796466,86.02525772287152,84.38406640840319,99.87431830593303,3.5532227189475645,36.981893897307316,52959.67307200565,2025-08-25 16:36:29.004319,False
GRD,20024.55615236363,1446496715.6103134,52.236265265174005,63.42514452498439,195.203722667122,1.8612987693954222,51.17958865072636,16539.013985808324,2025-08-25 16:36:29.004371,False
GRL,30336.374972482114,1108097253.3396316,86.96959534217851,84.7033044393903,166.91926103065634,2.911390324172758,39.87463084033665,41627.18054180897,2025-08-25 16:36:29.004419,False
GTM,15196.119183098295,519861941.98310435,55.06820113793903,72.83190672509976,96.58820765655186,2.352288890529803,58.91451836385968,13567.469755182232,2025-08-25 16:36:29.004468,False
GUM,33220.8023359673,1338431182.1722357,84.57914105843165,97.09506333380499,102.33582362409165,1.9452713269975905,29.73495415957087,31053.049721747506,2025-08-25 16:36:29.004520,False
GUY,74876.96266708816,169682476.9171823,72.5075032881866,81.44794592845342,191.3782914950088,4.048057367182941,63.073451875311456,20381.446175242763,2025-08-25 16:36:29.004574,False
HND,5342.536906326542,224175914.23489228,54.46349109523826,59.8833836873164,183.7935604380086,2.388875243669784,48.57382464107506,3932.901174488265,2025-08-25 16:36:29.004624,False
HRV,41142.85970633183,646134921.7163559,89.59332099870318,84.63434234223638,99.79774307613363,3.8783756715551827,54.06943494600762,54738.78278027234,2025-08-25 16:36:29.004671,False
HTI,2970.2499949967482,1108097253.3396316,55.54527161592131,32.37711694576395,166.91926103065634,2.911390324172758,39.87463084033665,5954.96864389394,2025-08-25 16:36:29.004721,False
HUN,76182.34567439074,784537862.8011155,71.94215935492275,97.62644006915178,106.11629554768494,3.376138216205813,58.53043725372741,16324.707372305531,2025-08-25 16:36:29.004768,False
IDN,8296.85490363787,414974825.9415728,56.31595757373894,59.50800110046416,186.7594525659168,3.603449414412234,41.749771215534125,18603.063106270387,2025-08-25 16:36:29.004817,False
IMN,48309.59463082403,813072407.5863326,87.21387244294343,86.57557747791762,115.85435063513133,3.267147264765687,51.146486917519304,17296.563851251332,2025-08-25 16:36:29.004864,False
IND,2134.9340471081227,414974825.9415728,33.1205168805215,33.582858714948806,186.7594525659168,3.603449414412234,41.749771215534125,7356.627469788285,2025-08-25 16:36:29.004913,False
IRL,67982.1722455851,876729465.0122293,80.66775175472813,85.9915492033929,174.03324365018892,4.210288429811755,26.55752421659228,52312.182958548714,2025-08-25 16:36:29.004960,False
IRN,11288.320934386922,1338431182.1722357,70.4107974818043,81.49090614121971,102.33582362409165,1.9452713269975905,29.73495415957087,11250.617132636957,2025-08-25 16:36:29.005009,False
IRQ,9713.0479311059,1216268308.5353005,54.03804111577656,79.00683638826007,102.66916787968924,4.059305123367355,63.82538292550758,16132.593391684208,2025-08-25 16:36:29.005057,False
ISL,42990.29795774574,519861941.98310435,73.62014366995645,92.39446365076844,96.58820765655186,2.352288890529803,58.91451836385968,36981.46672649571,2025-08-25 16:36:29.005104,False
ITA,53931.56343462812,1028290460.4404289,90.8918547064925,92.42153992510781,55.553293242217464,2.0404669896847487,55.422776747133696,22257.250846812916,2025-08-25 16:36:29.005151,False
JAM,8782.958769478586,1169687368.3390317,73.99743649937697,57.391374113592114,86.24928285996238,4.333407939168339,41.592545429236644,16670.73572726227,2025-08-25 16:36:29.005199,False
JOR,11305.881031707408,784537862.8011155,28.49588683886095,66.38536860303101,106.11629554768494,3.376138216205813,58.53043725372741,1650.6398748289869,2025-08-25 16:36:29.005248,False
JPN,42990.29795774574,519861941.98310435,73.62014366995645,92.39446365076844,96.58820765655186,2.352288890529803,58.91451836385968,36981.46672649571,2025-08-25 16:36:29.005296,False
KAZ,21881.999617326856,1323574175.3592982,59.049308122405634,60.99428330420768,190.38264296768878,3.7350498987368748,25.262129001711166,4336.0245682678815,2025-08-25 16:36:29.005344,False
KEN,7260.284260841477,1028290460.4404289,62.6053384716865,52.688262960810015,55.553293242217464,2.0404669896847487,55.422776747133696,2659.8541670440363,2025-08-25 16:36:29.005394,False
KGZ,2778.6581505026825,1216268308.5353005,30.191767148855575,61.43833769751438,102.66916787968924,4.059305123367355,63.82538292550758,6281.246535203714,2025-08-25 16:36:29.005444,False
KHM,6814.350340894597,656135408.1061455,26.083596169963975,37.7105833086724,154.0239225857262,2.367155774162138,53.493557341573116,3236.692019249664,2025-08-25 16:36:29.005494,False
KIR,8309.999826057661,1323574175.3592982,36.634824728807246,35.70611900601097,190.38264296768878,3.7350498987368748,25.262129001711166,1146.2695179519012,2025-08-25 16:36:29.005543,False
KNA,43383.95298479598,224175914.23489228,86.36860616402126,95.15568580118024,183.7935604380086,2.388875243669784,48.57382464107506,29740.70285003237,2025-08-25 16:36:29.005591,False
KOR,29282.619827764753,1216268308.5353005,72.88431508269754,95.74656832505546,102.66916787968924,4.059305123367355,63.82538292550758,43545.16544342724,2025-08-25 16:36:29.005636,False
KWT,51380.71086385675,1368787196.7179,87.26044551883356,91.19823661762771,51.04353345179927,2.7316482857733777,48.01761969212146,32656.17108744267,2025-08-25 16:36:29.005677,False
LAO,5601.522106183571,561106473.2796466,53.84546390116872,31.537016864218913,99.87431830593303,3.5532227189475645,36.981893897307316,7882.794959375674,2025-08-25 16:36:29.005720,False
LBN,5601.522106183571,561106473.2796466,53.84546390116872,31.537016864218913,99.87431830593303,3.5532227189475645,36.981893897307316,7882.794959375674,2025-08-25 16:36:29.005763,False
LBR,1703.5875852236493,656135408.1061455,15.842797021083094,17.397408316070678,154.0239225857262,2.367155774162138,53.493557341573116,809.173004812416,2025-08-25 16:36:29.005807,False
LBY,25192.86889823404,876729465.0122293,64.93485245661938,61.03706432203957,174.03324365018892,4.210288429811755,26.55752421659228,19558.784144720186,2025-08-25 16:36:29.005849,False
LCA,10439.94205820462,1212150026.8354597,52.39704325815685,83.6117326412018,196.9832055937983,2.5852196086653763,32.837824771443216,6390.4914124900015,2025-08-25 16:36:29.005890,False
LIE,43383.95298479598,224175914.23489228,86.36860616402126,95.15568580118024,183.7935604380086,2.388875243669784,48.57382464107506,29740.70285003237,2025-08-25 16:36:29.005931,False
LKA,2355.890349762994,1169687368.3390317,55.8538469277704,30.55910587656016,86.24928285996238,4.333407939168339,41.592545429236644,6515.496728337693,2025-08-25 16:36:29.005974,False
LSO,2653.3850329780853,398638180.9997115,56.833117115971234,67.35305097522692,190.68989633162874,4.394241190172881,27.506063333667598,1422.8169092655742,2025-08-25 16:36:29.006018,False
LTU,74876.96266708816,169682476.9171823,72.5075032881866,81.44794592845342,191.3782914950088,4.048057367182941,63.073451875311456,20381.446175242763,2025-08-25 16:36:29.006059,False
LUX,53431.51302905199,1199336456.3321803,93.26998704483172,92.07598539899163,155.37388674182355,2.798073683758321,33.48628631633772,14477.708574420578,2025-08-25 16:36:29.006099,False
LVA,32010.930035555182,871271491.0642425,86.05670398644024,88.58922298770403,67.57643924812534,3.976454790761939,50.29688980105671,43590.18820799447,2025-08-25 16:36:29.006140,False
MAF,37809.58987150351,1367622671.521218,71.27575642161766,80.1901400392841,96.98815989198856,2.4088311705220855,30.60807874834679,28229.147856372263,2025-08-25 16:36:29.006180,False
MAR,6814.350340894597,656135408.1061455,26.083596169963975,37.7105833086724,154.0239225857262,2.367155774162138,53.493557341573116,3236.692019249664,2025-08-25 16:36:29.006224,False
MCO,69846.19982152496,1182762066.7871437,92.06125365931648,93.48248617502132,55.667838715359835,4.106052551753464,54.31322580948208,52357.60073317354,2025-08-25 16:36:29.006264,False
MDA,10198.332624834986,454969301.757639,77.4070933163297,67.6533324410897,66.90358796732379,1.8073417156250657,59.59482306916228,18655.519791749874,2025-08-25 16:36:29.006306,False
MDG,588.9725874407485,1169687368.3390317,38.997436499376974,12.391374113592112,86.24928285996238,4.333407939168339,41.592545429236644,1628.8741820844232,2025-08-25 16:36:29.006349,False
MDV,25192.86889823404,876729465.0122293,64.93485245661938,61.03706432203957,174.03324365018892,4.210288429811755,26.55752421659228,19558.784144720186,2025-08-25 16:36:29.006391,False
MEX,8681.281556340296,382168827.7781379,81.93401552270937,83.95609692326565,86.99296638333242,3.596422242832205,59.65717276785344,14871.871400885939,2025-08-25 16:36:29.006432,False
MHL,14427.64493777702,803197956.988181,58.04539640687453,63.079439682311886,138.89550106320053,4.18603270809154,49.05016405296269,11204.524942115933,2025-08-25 16:36:29.006475,False
MKD,15923.348633603857,561106473.2796466,72.43536081202012,58.075911804953236,99.87431830593303,3.5532227189475645,36.981893897307316,19811.826258025198,2025-08-25 16:36:29.006517,False
MLI,2737.393153219061,517895377.70276886,38.97703169510279,29.975239599745677,97.50627355996004,4.309430308819503,43.94470565305261,983.3978456930878,2025-08-25 16:36:29.006560,False
MLT,79329.47613510597,358840058.82038546,70.34894335615328,95.5569028572701,74.09302486143694,4.438867629411917,48.288883483763826,35429.96575567708,2025-08-25 16:36:29.006601,False
MMR,2778.6581505026825,1216268308.5353005,30.191767148855575,61.43833769751438,102.66916787968924,4.059305123367355,63.82538292550758,6281.246535203714,2025-08-25 16:36:29.006644,False
MNE,18591.570749968116,656135408.1061455,50.84279702108309,62.397408316070674,154.0239225857262,2.367155774162138,53.493557341573116,9138.346530708688,2025-08-25 16:36:29.006686,False
MNG,27689.059748327738,517895377.70276886,73.97703169510278,74.97523959974568,97.50627355996004,4.309430308819503,43.94470565305261,10739.331555017563,2025-08-25 16:36:29.006729,False
MNP,76182.34567439074,784537862.8011155,71.94215935492275,97.62644006915178,106.11629554768494,3.376138216205813,58.53043725372741,16324.707372305531,2025-08-25 16:36:29.006770,False
MOZ,1699.1232210843978,1368787196.7179,39.164623726367,25.62833061141946,51.04353345179927,2.7316482857733777,48.01761969212146,1107.2164715349181,2025-08-25 16:36:29.006813,False
MRT,4076.3536920209935,1173205989.4999964,52.3104502346059,37.301450505293296,110.6419978181952,2.8375870151883555,54.30655609771908,3350.4143247308552,2025-08-25 16:36:29.006858,False
MUS,27950.78506683526,169682476.9171823,53.510504603461236,52.667268815572086,191.3782914950088,4.048057367182941,63.073451875311456,7080.105401819012,2025-08-25 16:36:29.006900,False
MWI,2969.521642504817,358840058.82038546,15.488520698614593,33.65745263181334,74.09302486143694,4.438867629411917,48.288883483763826,1225.1824516782208,2025-08-25 16:36:29.006944,False
MYS,19372.605211620797,1199336456.3321803,82.57798186276442,72.24523626130038,155.37388674182355,2.798073683758321,33.48628631633772,4772.897603796548,2025-08-25 16:36:29.006986,False
NAM,5601.522106183571,561106473.2796466,53.84546390116872,31.537016864218913,99.87431830593303,3.5532227189475645,36.981893897307316,7882.794959375674,2025-08-25 16:36:29.007033,False
NCL,55061.39038090908,1446496715.6103134,71.59733233226714,87.28793559927723,195.203722667122,1.8612987693954222,51.17958865072636,44585.12402250954,2025-08-25 16:36:29.007074,False
NER,742.5624987491871,1108097253.3396316,38.75743347904991,13.663981862034765,166.91926103065634,2.911390324172758,39.87463084033665,1488.742160973485,2025-08-25 16:36:29.007117,False
NGA,2482.4402823763608,534231356.6518076,65.93833600642418,40.25618690240693,89.11504253838152,1.8108540878432013,41.25503254990305,1132.4375057511204,2025-08-25 16:36:29.007160,False
NIC,5342.536906326542,224175914.23489228,54.46349109523826,59.8833836873164,183.7935604380086,2.388875243669784,48.57382464107506,3932.901174488265,2025-08-25 16:36:29.007203,False
NLD,53931.56343462812,1028290460.4404289,90.8918547064925,92.42153992510781,55.553293242217464,2.0404669896847487,55.422776747133696,22257.250846812916,2025-08-25 16:36:29.007244,False
NOR,42040.71838293194,195576174.1636539,78.67319051353557,94.63621306581295,138.2442399130174,3.0726084370273954,46.31211579708674,33866.569227902204,2025-08-25 16:36:29.007288,False
NPL,2309.673434700135,382168827.7781379,66.0580199577692,68.50870989037949,86.99296638333242,3.596422242832205,59.65717276785344,5732.461668620938,2025-08-25 16:36:29.007331,False
NRU,74876.96266708816,169682476.9171823,72.5075032881866,81.44794592845342,191.3782914950088,4.048057367182941,63.073451875311456,20381.446175242763,2025-08-25 16:36:29.007385,False
NZL,40987.27152095587,149816299.40431815,76.22518511048861,87.53058820549589,60.85906252395038,2.1529341673932345,64.61937151653436,39950.1548430705,2025-08-25 16:36:29.007426,False
OMN,26703.203890850742,382168827.7781379,92.81001108764956,98.43330975834421,86.99296638333242,3.596422242832205,59.65717276785344,40319.20034932579,2025-08-25 16:36:29.007478,False
PAK,5601.522106183571,561106473.2796466,53.84546390116872,31.537016864218913,99.87431830593303,3.5532227189475645,36.981893897307316,7882.794959375674,2025-08-25 16:36:29.007522,False
PAN,69846.19982152496,1182762066.7871437,92.06125365931648,93.48248617502132,55.667838715359835,4.106052551753464,54.31322580948208,52357.60073317354,2025-08-25 16:36:29.007563,False
PER,25192.86889823404,876729465.0122293,64.93485245661938,61.03706432203957,174.03324365018892,4.210288429811755,26.55752421659228,19558.784144720186,2025-08-25 16:36:29.007605,False
PHL,6238.108114695278,813072407.5863326,55.98497039729816,37.30415125767796,115.85435063513133,3.267147264765687,51.146486917519304,1815.9671838910313,2025-08-25 16:36:29.007648,False
PLW,36419.94530611546,1173205989.4999964,85.17247235255884,86.57455119201146,110.6419978181952,2.8375870151883555,54.30655609771908,26316.624746728678,2025-08-25 16:36:29.007700,False
PNG,2970.2499949967482,1108097253.3396316,55.54527161592131,32.37711694576395,166.91926103065634,2.911390324172758,39.87463084033665,5954.96864389394,2025-08-25 16:36:29.007743,False
POL,76182.34567439074,784537862.8011155,71.94215935492275,97.62644006915178,106.11629554768494,3.376138216205813,58.53043725372741,16324.707372305531,2025-08-25 16:36:29.007801,False
PRI,76182.34567439074,784537862.8011155,71.94215935492275,97.62644006915178,106.11629554768494,3.376138216205813,58.53043725372741,16324.707372305531,2025-08-25 16:36:29.007842,False
PRK,2969.521642504817,358840058.82038546,15.488520698614593,33.65745263181334,74.09302486143694,4.438867629411917,48.288883483763826,1225.1824516782208,2025-08-25 16:36:29.007886,False
PRT,51380.71086385675,1368787196.7179,87.26044551883356,91.19823661762771,51.04353345179927,2.7316482857733777,48.01761969212146,32656.17108744267,2025-08-25 16:36:29.007927,False
PRY,22027.44704136553,155421695.40794757,59.30813302768507,52.774032011593384,102.84782087686382,4.172625556784673,46.37574655174494,10275.149229958195,2025-08-25 16:36:29.007969,False
PYF,42040.71838293194,195576174.1636539,78.67319051353557,94.63621306581295,138.2442399130174,3.0726084370273954,46.31211579708674,33866.569227902204,2025-08-25 16:36:29.008010,False
QAT,59704.99904331714,1323574175.3592982,76.46379151600402,85.96832522228416,190.38264296768878,3.7350498987368748,25.262129001711166,13359.827571744285,2025-08-25 16:36:29.008051,False
ROU,51380.71086385675,1368787196.7179,87.26044551883356,91.19823661762771,51.04353345179927,2.7316482857733777,48.01761969212146,32656.17108744267,2025-08-25 16:36:29.008092,False
RUS,36812.86385820134,409722797.47960573,78.9334904071344,91.75386341866653,146.2011478307875,3.6420530729242717,48.210944713360774,27024.59348826792,2025-08-25 16:36:29.008133,False
